game,review
스페이스 슈터: 외계인 슈팅게임,"처음에 정말 잼있게 했는데.. 점점 이벤트성 게임이랑 무료아이템 제공 이벤트 게임이 시간 질질 끌면서 유저들의 접속시간 늘리려고 꼼수를 쓰는거 같습니다.. 게임이 굉장히 루즈해지고 답답해서 점점 손을 놓게 되네요. 얼마전 룰렛 돌리는 이벤트 게임부터 슬슬 접속시간 늘리려는 꼼수가 보이더니 이제는 그 정도를 많이 오버한거 같아요. 그리고, 광고는 어느 정도 이해를 하는데.. 줄곧 30초짜리.. 어쩔땐 31초..짜리 광고를 봐야하는것도 게임을 하러 온건지 광고를 보고 루즈한 게임을 하려고 하는건지 답답합니다. 물론 광고 시청 결정은 유저들의 몫이지만 광고 시간을 15초 이내로 줄여보는건 어떤지 의견을 내봅니다. 정말 잼있는 게임인데.. 지저분한 포장을 여러번 겹치고 먹기 힘들게 만들어 놓은 맛있는 과일이 아닐까 생각해 봅니다. 요즘들어 스피드한 게임이 아니라 지루함과 짜증이 슬슬 밀려오는 게임으로 변질되고 있는거 같아서 안타깝습니다."
스페이스 슈터: 외계인 슈팅게임,"우주선들이 디자인도 예쁘고, 귀욤귀욤합니당! 근데 레벨7에 보스 깨기가 너무 어려워서 1주일 째 못깨고 있어요 ㅠㅡㅠ. 우주선 강화도 많이 했고 옆에 보조 우주선도 있는데 너무 어려워요 ㅠㅡㅠ. 제작사님 저 이렇게 재밌는 게임 놓고 싶지 않은데 난이도 조정을 조금만 해주시면 안될꺼요 제발요ㅠㅠㅠ."
스페이스 슈터: 외계인 슈팅게임,pvp할때 너무 밸런스없이 잡힘.매주마다 초기화될때마다 느낀건데 브론즈하고 골드1하고 매칭이 되질않나. 실버1인데 히어로하구 매칭이되질 않나. 이거 최소 같은 레벨때매칭을 떠나 너무 랜덤매칭인듯 중요한거는 항상나보다 렙낮은사람보다 높은사람하고만 매칭이됨. 그리고 pvp시 비행기를 자주체인지해야 점수가 빨리오르는데 렙차이를 떠나서 비행기교체되는 횟수가 똑같아야지. 그것조차 랜덤인듯? 같은 레벨사람 한판끝날때 나는 총9의 비행기횟수가 나오고 상대는 11번 나오면 당연지는거지. 끝으로 비행기렙업할려면 렙업비용은 왜이리 비싼거지. 아무리 현질유도라지만 심하다고 생각함
스페이스 슈터: 외계인 슈팅게임,게임을 이용하고 종료하는 시점에서 잘못 눌러서 결제가 된거같아요 정확하게 기억은 나지 않지만 1년정액 같아요 9월2일 안으로 개발자한태 취소문의 남기면 취소 된다고 하는데 계정확인해보면 결제가 됬다는 문자나 그런게 없긴한데 혹시나 결제가 됬다고 하면 취소를 해주셨으면 합니다
스페이스 슈터: 외계인 슈팅게임,1. 무리한 피지컬 불 필요 2. 과도한 뇌지컬 불 필요 3. 무식한 컨트롤 불 필요 광고보고 비행기 얻으려고 했으나 광고 끝 무렵에 무한 팅김 딱 저 단점 제외 킬링 타임용으로는 과금도 필요 없는 최고의 갓겜 고전 느낌 3D긴 해도 그대로 잘 살렸음 과금할꺼면 막 많이 말고 2만원 투자해서 '썬더'를 가지고 썬더만 업글 시키면서 해도 신기록 세우고 기갱함 썬더가 겁나 사기
스페이스 슈터: 외계인 슈팅게임,"이게임은 과금없이는 진행이 어렵고 기체들간의 밸런스 조정이 상당히 필요하다 가령 공력 두배의 기체로 해봤자 똑같다는것이다 피비피 도 마찬가지로 1승1패면 말그대로 제자리 걸음에 시간만 낭비되고 얻는건 없다는것이다 보상 자체는 너무 적고 업글 비용은 엄청나다 가령 같은 스테이지를 반복적으로 해서 돈을벌면 좋은데 이마저도 한스테이지 클리어하면 반복 보상자체는 현저히 줄어서 힘들다는 것이다 본인은 무과금으로 고양이대가리 샀지만 T2,3,4,5 까지 갈려면 2년이상 걸릴것이다 하지만 이것도 문제다 T5 기체를 얻었다고 하자 이게임의 가장 근본적인 문제는 콘텐츠가 한계가 있다는 것이다 물론 어떤 게임이든 또같겠지만 게임자체가 답답하게 돌아가서 여기서 그만접고 다른 게임을 찾아가보려고 한다"
스페이스 슈터: 외계인 슈팅게임,나름 재미있는 게임이네요. 선물박스(희귀) 오픈하여 얻는 아이템의 가성비가 많이 떨어지는 것이 아쉽네요. 다이아몬드 투자 대비하여 열리는 아이템이 잘 사용하지 않는 아이템이 나오는 확율이 너무 높네요.
스페이스 슈터: 외계인 슈팅게임,"7단계보스 난이도가 ㅋㅋㅋㅋㅋ 갑자기 화면 밖으로 나가고 뒤에서 공격ㅋㅋㅋ 저번에 20단계스, 너무 어려워서 지웠는대 이재 7단계에서 막힌닼ㅋㅋㅋㅋㅋ 7단계보스:얏 뒤통수! 나:안해"
스페이스 슈터: 외계인 슈팅게임,일단 게임은 재미있어요 제가 '독' 이라고 하는 함선을 꼭 갔고싶은데 옛날에는 보석으로 살수 있었어요. 그렇지만 지금은 초보자 한정팩으로 바뀌어서 살수가 없어요. 다시 보석구매로 바꿔 주신다면 정말 감사드립니다.
스페이스 슈터: 외계인 슈팅게임,재미는 있는데 별 1000개 달성후 우주선 병합 조건이 어떤건지 정확하게 나온게 있나요? 함선이나 미니선박 두개 다 있는것도 병합이 안열리네요. 보석이랑 재료 둘다 있는데도요
